PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,
10070759,PROCESSED,1864250,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:11,UNKNOWN,Process Packet - Packet Processed
10070899,PROCESSED,1864267,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:15,MEDICAL_EVIDENCE,Process Packet - Packet Processed
10071293,PROCESSED,1864314,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:14,FOIA_PRIVACYACT,Process Packet - Packet Processed
10071528,PROCESSED,1864331,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:16,UNKNOWN,Process Packet - Packet Processed
10070692,PROCESSED,1864382,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:51,UNKNOWN,Process Packet - Packet Processed
10071012,OFF RAMPED,1864467,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 20:54,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10070991,PROCESSED,1864600,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:23,UNKNOWN,Process Packet - Packet Processed
10071329,PROCESSED,1864668,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:25,FOIA_PRIVACYACT,Process Packet - Packet Processed
10071340,OFF RAMPED,1864732,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10071340 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10071340 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10071340 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:24,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10071611,PROCESSED,1864799,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:26,UNKNOWN,Process Packet - Packet Processed
10036495,PROCESSING,1821425,PENDING UPLOAD,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,186,9/9/20 16:14,UNKNOWN,Add VBMS Note - Note Added to VBMS
10061666,OFF RAMPED,1852547,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 15:57,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
21816756,REVIEWED,1855662,HIL_VBMS,EVD-TPC,EVD-TPC,Third Party Correspondence,Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 16:28,UNKNOWN,Perform Record Matching - Name Not Matched via Name Compare Algorithm
21820434,OFF RAMPED,1858127,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 20:16,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21820354,OFF RAMPED,1859299,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21820354 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21820354 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21820354 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 19:27,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21821058,OFF RAMPED,1860544,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 2) (Attempt #2),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 2) (Attempt #2),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 2) (Attempt #2),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/9/2020,9,2020,OP2,187,9/9/20 10:41,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21821190,OFF RAMPED,1861144,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/9/2020,9,2020,OP2,187,9/9/20 10:57,ESS,Unsuccessful Processing in VBMS - Packet Offramped
10067558,OFF RAMPED,1861678,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10067558 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10067558 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10067558 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 12:06,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10067555,OFF RAMPED,1861680,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10067555 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10067555 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10067555 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 12:04,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10067999,OFF RAMPED,1861871,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 12:17,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
369107,OFF RAMPED,1862014,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 369107 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 369107 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 369107 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 12:24,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10069334,OFF RAMPED,1862714,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10069334 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10069334 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10069334 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 13:10,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10069344,OFF RAMPED,1862707,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10069344 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10069344 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10069344 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 13:12,UNKNOWN,Process Document - Document Processed
369520,OFF RAMPED,1863007,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 369520 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 369520 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 369520 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/10/2020,9,2020,OP2,187,9/10/20 10:45,UNKNOWN,Process Document - Document Processed
369308,OFF RAMPED,1863016,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 20:45,VERIFICATION_REQUEST,Unsuccessful Processing in VBMS - Packet Offramped
369363,OFF RAMPED,1863009,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 369363 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 369363 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 369363 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 13:24,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10069766,OFF RAMPED,1863343,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10069766 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10069766 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10069766 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 13:39,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10070761,OFF RAMPED,1864279,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10070761 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10070761 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10070761 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:14,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21817538,OFF RAMPED,1857541,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 21817538 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21817538 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21817538 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 19:54,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10065322,PROCESSING,1857843,PENDING UPLOAD,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 17:32,UNKNOWN,Add VBMS Note - Note Added to VBMS
21818674,OFF RAMPED,1858120,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:51,UNKNOWN,Process Document - Document Processed
21820558,OFF RAMPED,1858622,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21820558 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21820558 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21820558 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 19:04,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21822822,OFF RAMPED,1861026,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 19:54,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10067678,OFF RAMPED,1861719,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10067678 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10067678 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10067678 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 12:05,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10067706,OFF RAMPED,1861762,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10067706 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10067706 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10067706 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 12:09,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10068025,OFF RAMPED,1861864,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10068025 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10068025 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10068025 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 12:15,UNKNOWN,Process Document - Document Processed
369156,OFF RAMPED,1862123,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 369156 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 369156 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 369156 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 12:28,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10068676,OFF RAMPED,1862464,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10068676 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10068676 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10068676 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 12:40,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
370336,OFF RAMPED,1863468,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 20:53,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10070096,OFF RAMPED,1863736,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:02,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10071093,PROCESSED,1864102,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 20:10,UNKNOWN,Process Packet - Packet Processed
10070389,PROCESSED,1864127,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 20:15,UNKNOWN,Process Packet - Packet Processed
10071101,PROCESSED,1864195,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:11,VERIFICATION_REQUEST,Process Packet - Packet Processed
10070954,PROCESSED,1864238,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:15,UNKNOWN,Process Packet - Packet Processed
10070780,PROCESSED,1864268,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:53,UNKNOWN,Process Packet - Packet Processed
10071394,PROCESSED,1864302,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:12,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10070886,PROCESSED,1864429,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:53,UNKNOWN,Process Packet - Packet Processed
10070517,PROCESSED,1864536,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 14:55,UNKNOWN,Process Packet - Packet Processed
21819259,OFF RAMPED,1856641,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 21819259 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21819259 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21819259 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 18:45,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
21820656,OFF RAMPED,1857411,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 22:09,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21818031,OFF RAMPED,1857845,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 21818031 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21818031 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21818031 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/9/2020,9,2020,OP2,187,9/9/20 19:57,UNKNOWN,Process Document - Document Processed
