PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,EVENT_NOTES
10192788,OFF RAMPED,2035178,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10192788 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192788 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192788 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 11:05,UNKNOWN,Process Document - Document Processed
10192631,OFF RAMPED,2035203,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10192631 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192631 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192631 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:54,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10192903,OFF RAMPED,2035221,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10192903 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192903 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192903 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:54,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10193457,PROCESSED,2035421,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 21:32,ATTORNEY_FEE_LETTER_FROM_POA,Process Packet - Packet Processed
10193603,PROCESSED,2035514,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 13:08,UNKNOWN,Process Packet - Packet Processed
10193660,OFF RAMPED,2035621,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 23:33,UNKNOWN,HIL Packet Reassigned to Assignment Queue MA-1
10193853,PROCESSED,2035739,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 14:17,FOIA_PRIVACYACT,Process Packet - Packet Processed
10193954,PROCESSED,2035932,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 14:22,STATUS_REQUEST,Process Packet - Packet Processed
10194356,PROCESSED,2036114,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 14:47,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10194300,OFF RAMPED,2036157,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10194300 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10194300 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10194300 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 14:42,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10183100,OFF RAMPED,2017188,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/25/20 21:37,MEDICAL_EVIDENCE,HIL Packet Reassigned to Assignment Queue MA-1
21926140,OFF RAMPED,2028309,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/24/20 21:45,UNKNOWN,HIL Packet Reassigned to Assignment Queue MA-1
21924564,Processing,2029122,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/24/20 22:05,UNKNOWN,HIL Packet Reassigned to Assignment Queue MA-1
10192102,OFF RAMPED,2034095,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10192102 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192102 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192102 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/25/20 10:21,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10192452,PROCESSED,2034359,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:34,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10192979,PROCESSED,2034368,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:43,UNKNOWN,Process Packet - Packet Processed
10193218,OFF RAMPED,2034393,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10193218 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193218 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193218 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 21:31,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10192686,OFF RAMPED,2034593,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 8:34,UNKNOWN,Add Document - Document Added
10192497,PROCESSED,2034772,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 12:35,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10193007,PROCESSED,2034827,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:56,MEDICAL_EVIDENCE,Process Packet - Packet Processed
10192947,PROCESSED,2034861,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:46,UNKNOWN,Process Packet - Packet Processed
10192991,OFF RAMPED,2034972,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10192991 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192991 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192991 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:48,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10192955,PROCESSED,2035070,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:54,UNKNOWN,Process Packet - Packet Processed
10192654,PROCESSED,2035329,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/26/20 3:04,UNKNOWN,Process Packet - Packet Processed
10193438,PROCESSED,2035431,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 12:37,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10193445,PROCESSED,2035440,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 12:42,MEDICAL_EVIDENCE,Process Packet - Packet Processed
10193651,PROCESSED,2035499,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 13:06,UNKNOWN,Process Packet - Packet Processed
10193792,OFF RAMPED,2035572,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10193792 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193792 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193792 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 13:37,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10193988,PROCESSED,2035738,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 14:08,FOIA_PRIVACYACT,Process Packet - Packet Processed
10193885,OFF RAMPED,2035908,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 14:10,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10193934,PROCESSED,2036006,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 14:21,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
21922116,OFF RAMPED,2021578,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 21922116 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21922116 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21922116 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/25/20 11:19,UNKNOWN,Process Document - Document Processed
21926143,OFF RAMPED,2028012,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/25/20 23:01,UNKNOWN,HIL Packet Reassigned to Assignment Queue MA-1
10192160,OFF RAMPED,2033981,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10192160 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192160 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192160 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/25/20 10:18,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10192333,OFF RAMPED,2034282,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0)",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:37,STATUS_REQUEST,Unsuccessful Processing in VBMS - Packet Offramped
10192389,OFF RAMPED,2034313,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10192389 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192389 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192389 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:34,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10192398,OFF RAMPED,2034299,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10192398 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192398 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192398 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:32,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10192432,OFF RAMPED,2034350,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10192432 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192432 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192432 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:35,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10193025,PROCESSED,2034381,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:38,MEDICAL_EVIDENCE,Process Packet - Packet Processed
10193220,PROCESSED,2034717,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 20:54,DMC_ISSUE,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10192554,PROCESSED,2034682,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:49,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10193002,PROCESSED,2034831,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:35,MEDICAL_EVIDENCE,"Outcome: Successfully Added Unsolicited Evidence, Added Note"
10193090,PROCESSED,2034849,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:44,FOIA_PRIVACYACT,Process Packet - Packet Processed
10193001,OFF RAMPED,2035099,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10193001 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193001 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193001 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:51,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10192647,PROCESSED,2035235,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:54,UNKNOWN,Process Packet - Packet Processed
10193442,OFF RAMPED,2035418,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10193442 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193442 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193442 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 12:36,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10193575,PROCESSED,2035567,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 13:15,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10193780,OFF RAMPED,2035618,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10193780 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193780 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10193780 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 13:46,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10185321,PROCESSED,2035686,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 14:15,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
21928316,PROCESSED,2036104,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 14:44,UNKNOWN,Process Packet - Packet Processed
10176926,Processing,2013928,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/24/20 1:02,UNKNOWN,HIL Packet Reassigned to Assignment Queue MA-1
10183299,OFF RAMPED,2019237,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/24/20 16:23,UNKNOWN,HIL Packet Reassigned to Assignment Queue MA-1
21920745,OFF RAMPED,2024358,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21920745 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21920745 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21920745 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/25/20 10:19,UNKNOWN,Process Document - Document Processed
21923874,Processing,2029204,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/24/20 22:06,MEDICAL_EVIDENCE,HIL Packet Reassigned to Assignment Queue MA-1
10192113,OFF RAMPED,2034111,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10192113 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192113 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10192113 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/25/20 10:20,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10192020,OFF RAMPED,2034184,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/25/2020,9,2020,OP2,193,9/25/20 10:24,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10192448,PROCESSED,2034311,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/25/2020,9,2020,OP2,194,9/25/20 10:37,UNKNOWN,Process Packet - Packet Processed
