PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,EVENT_NOTES
10314255,PROCESSED,2243128,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:34,UNKNOWN,Process Packet - Packet Processed
10314355,PROCESSED,2243177,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:38,MEDICAL_EVIDENCE,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10314299,OFF RAMPED,2243247,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10314299 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10314299 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10314299 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:38,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
22026825,PROCESSED,2243347,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:44,FOIA_PRIVACYACT,Process Packet - Packet Processed
10314401,OFF RAMPED,2243428,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10314401 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10314401 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10314401 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:43,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10314105,PROCESSED,2243447,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:51,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10314559,PROCESSED,2243564,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:52,UNKNOWN,Process Packet - Packet Processed
22027139,OFF RAMPED,2244149,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 16:26,UNKNOWN,Add Document - Document Added
22028708,OFF RAMPED,2244164,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 22028708 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22028708 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22028708 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 16:35,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
22027402,PROCESSED,2244364,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 16:51,BVA_APPEALS_REMAND,Process Packet - Packet Processed
22027661,PROCESSED,2244449,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:03,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22027848,OFF RAMPED,2244783,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 22027848 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22027848 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22027848 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:20,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
22027691,PROCESSED,2244883,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:34,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22027771,OFF RAMPED,2244898,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:38,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
22027659,PROCESSED,2244934,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:33,UNKNOWN,Process Packet - Packet Processed
10314071,PROCESSED,2242527,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 14:05,UNKNOWN,Process Packet - Packet Processed
22026944,OFF RAMPED,2242578,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 22026944 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22026944 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22026944 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 14:08,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
22026983,PROCESSED,2242693,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 14:35,BVA_APPEALS_REMAND,Process Packet - Packet Processed
22026782,REVIEWED,2242944,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:07,UNKNOWN,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile
22027040,PROCESSED,2242961,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:03,MEDICAL_EVIDENCE,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10314469,PROCESSED,2243046,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:35,MEDICAL_EVIDENCE,Process Packet - Packet Processed
10314595,OFF RAMPED,2243212,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10314595 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10314595 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10314595 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:37,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10314468,OFF RAMPED,2243612,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:44,UNKNOWN,Add Document - Document Added
22027368,PROCESSED,2244399,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 16:51,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10314915,PROCESSED,2244599,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:16,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22028949,PROCESSED,2244616,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:12,UNKNOWN,Process Packet - Packet Processed
22027656,PROCESSED,2244633,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:16,UNKNOWN,Process Packet - Packet Processed
22027691,PROCESSED,2244884,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:34,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22027771,OFF RAMPED,2244901,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:31,MEDICAL_EVIDENCE,Ineligible Claim EP 
22029424,REVIEWED,2244965,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:38,UNKNOWN,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile
22029501,OFF RAMPED,2245250,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 22029501 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22029501 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22029501 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:43,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10315156,PROCESSED,2245301,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:44,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22028005,PROCESSED,2245318,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:48,UNKNOWN,Process Packet - Packet Processed
10315132,PROCESSED,2245352,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:51,UNKNOWN,Process Packet - Packet Processed
22028303,OFF RAMPED,2245369,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 22028303 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22028303 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22028303 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:51,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
22027904,PROCESSED,2245569,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 18:00,UNKNOWN,Process Packet - Packet Processed
22026927,PROCESSED,2242530,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 14:16,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10314048,OFF RAMPED,2242573,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:08,VERIFICATION_REQUEST,Unsuccessful Processing in VBMS - Packet Offramped
22026977,PROCESSING,2242730,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Final Exception Reason: SE RFA Error - Calc POA or Determine RFA Eligibility (Attempt #0),Final Exception Reason: SE RFA Error - Calc POA or Determine RFA Eligibility (Attempt #0),Final Exception Reason: SE RFA Error - Calc POA or Determine RFA Eligibility (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 14:58,MEDICAL_EVIDENCE,Final Exception Reason: SE RFA Error - Calc POA or Determine RFA Eligibility (Attempt #6)
22026719,PROCESSED,2242830,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:00,MEDICAL_EVIDENCE,Process Packet - Packet Processed
22027040,PROCESSED,2242966,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:03,BVA_APPEALS_REMAND,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10314370,PROCESSED,2243166,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:39,UNKNOWN,Process Document - Document Processed
22027112,OFF RAMPED,2243209,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 22027112 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22027112 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 22027112 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:38,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10314565,PROCESSED,2243366,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:43,BVA_APPEALS_REMAND,Process Packet - Packet Processed
22027058,PROCESSED,2243373,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:58,BVA_APPEALS_REMAND,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22027283,OFF RAMPED,2243852,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 15:56,MEDICAL_EVIDENCE,Add Document - Document Added
22028602,PROCESSED,2244395,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 16:51,BVA_APPEALS_REMAND,Process Packet - Packet Processed
22027362,PROCESSED,2244338,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:13,MEDICAL_EVIDENCE,Process Packet - Packet Processed
22027661,PROCESSED,2244438,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:04,MEDICAL_EVIDENCE,Process Packet - Packet Processed
22027678,PROCESSED,2244488,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,10/13/2020,10,2020,OP2,208,10/13/20 17:15,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
