PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,EVENT_NOTES
10462962,OFF RAMPED,2524270,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 18:14,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22129871,OFF RAMPED,2465031,PENDING UPLOAD,EVD-CPR,Evidence Mail,Civilian Police Reports,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,215,11/2/20 1:16,NULL,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22153307,OFF RAMPED,2522298,PENDING UPLOAD,EVD-BC,Evidence Mail,Birth Certificate,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 17:20,NULL,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22157506,REVIEWED,2528850,OFFRAMPED,RM,RM,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/2/20 2:05,NULL,Process Document - Document Processed
22160400,OFF RAMPED,2532065,OFFRAMPED,PMR,Evidence Mail,Medical Treatment Record - Government Facility,"Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 17:02,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22158355,OFF RAMPED,2530120,PENDING UPLOAD,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 15:47,UNKNOWN,"Outcome: Successfully Added Unsolicited Evidence, Added Note"
22159107,OFF RAMPED,2530452,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 15:19,VERIFICATION_REQUEST,"Outcome: Added Special Issues, Contentions Added, Claim Successfully Created, Successfully Added Unsolicited Evidence, Added Note"
22159986,OFF RAMPED,2531663,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 17:15,MEDICAL_EVIDENCE,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22160437,OFF RAMPED,2531931,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 16:05,VERIFICATION_REQUEST,Moved CMP Inbound to HIL
22159925,OFF RAMPED,2532042,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 17:12,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10464200,REVIEWED,2532442,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 16:15,MEDICAL_REQUEST_REJECT_NOTICE,Moved CMP Inbound to HIL
10463683,OFF RAMPED,2532710,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 14:52,UNKNOWN,Add Document - Document Added
22159186,OFF RAMPED,2530663,PENDING UPLOAD,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 15:50,NULL,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22153307,OFF RAMPED,2522296,PENDING UPLOAD,EVD-BC,Evidence Mail,Birth Certificate,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 17:20,NULL,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22159935,OFF RAMPED,2531456,OFFRAMPED,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",Bot Processing Issue - POA not found in VBMS - Gathered POA field values  22159935 not processed.,Bot Processing Issue - POA not found in VBMS - Gathered POA field values  22159935 not processed.,Bot Processing Issue - POA not found in VBMS - Gathered POA field values  22159935 not processed.,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/2/20 2:17,NULL,Unsuccessful Processing in VBMS - Packet Offramped
10464171,OFF RAMPED,2532667,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 14:50,NULL,Add Document - Document Added
10462604,OFF RAMPED,2523968,PENDING UPLOAD,PMR,Evidence Mail,Medical Treatment Record - Government Facility,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 17:17,NULL,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22149000,OFF RAMPED,2514344,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,Update POA POA Updated,Update POA POA Updated,Update POA POA Updated,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 15:28,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22150330,OFF RAMPED,2515369,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception Unable to Complete Tracked Item Creation - VBMS error when creating EP290 22150330 received on 10/26/2020 - No Valid Closed Claim found (Attempt# 7) (Attempt #7),Final Exception Reason: Business Exception Unable to Complete Tracked Item Creation - VBMS error when creating EP290 22150330 received on 10/26/2020 - No Valid Closed Claim found (Attempt# 7) (Attempt #7),Final Exception Reason: Business Exception Unable to Complete Tracked Item Creation - VBMS error when creating EP290 22150330 received on 10/26/2020 - No Valid Closed Claim found (Attempt# 7) (Attempt #7),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/1/20 16:19,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22157412,REVIEWED,2528473,OFFRAMPED,RM,RM,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/2/20 1:33,NULL,Process Document - Document Processed
22158852,REVIEWED,2530102,HIL_VBMS,530,530,VA 21-530 Application for Burial Benefits,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 15:56,NULL,Moved CMP Inbound to HIL
22159553,PROCESSING,2531256,PENDING UPLOAD,EVD-NLTR,Evidence Mail,"Notification Letter e.g. VA 20-8993, VA 21-0290, P  ",Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 17:15,NULL,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22160275,OFF RAMPED,2532135,OFFRAMPED,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/2/20 2:17,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22158873,OFF RAMPED,2529874,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 15:47,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22159369,OFF RAMPED,2530359,PENDING UPLOAD,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 15:20,UNKNOWN,"Outcome: Added Special Issues, Contentions Added, Claim Successfully Created, Successfully Added Unsolicited Evidence, Added Note"
22159553,PROCESSING,2531228,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 17:15,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10463683,OFF RAMPED,2532713,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 14:52,UNKNOWN,Add Document - Document Added
22159055,OFF RAMPED,2530623,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #1) (Attempt #1)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #1) (Attempt #1)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #1) (Attempt #1)",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 15:17,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22158828,OFF RAMPED,2531845,OFFRAMPED,PMR,Evidence Mail,Medical Treatment Record - Government Facility,"Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 16:35,NULL,Unsuccessful Processing in VBMS - Packet Offramped
10464169,OFF RAMPED,2532695,OCRSUCCESS,EVD-SSAIL,Evidence Mail,SSA/SSI Letter,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 14:50,NULL,Add Document - Document Added
22160405,OFF RAMPED,2532181,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome: Veteran/Claimant Issue - No Open Claim/EP and Date of Death is present - Offramping,Outcome: Veteran/Claimant Issue - No Open Claim/EP and Date of Death is present - Offramping,Outcome: Veteran/Claimant Issue - No Open Claim/EP and Date of Death is present - Offramping,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/2/20 2:01,NOTICE_OF_DEATH,Unsuccessful Processing in VBMS - Packet Offramped
10463542,OFF RAMPED,2532699,OCRSUCCESS,PMR,Evidence Mail,Medical Treatment Record - Non-Government Facility,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 14:50,NULL,Add Document - Document Added
22158701,OFF RAMPED,2529888,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,Final Exception Reason: Business Exception Offramp: Incomplete Form (Attempt# 1) (Attempt #1),Final Exception Reason: Business Exception Offramp: Incomplete Form (Attempt# 1) (Attempt #1),Final Exception Reason: Business Exception Offramp: Incomplete Form (Attempt# 1) (Attempt #1),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 15:54,NULL,Unsuccessful Processing in VBMS - Packet Offramped
10464171,OFF RAMPED,2532682,OCRSUCCESS,OMPF,Evidence Mail,Military Personnel Record,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 14:50,NULL,Add Document - Document Added
22156424,REVIEWED,2528402,HIL_VBMS,RM,RM,Returned Mail,Final Exception Reason: Business Exception Veteran name verification failed (Attempt# 7) (Attempt #7),Final Exception Reason: Business Exception Veteran name verification failed (Attempt# 7) (Attempt #7),Final Exception Reason: Business Exception Veteran name verification failed (Attempt# 7) (Attempt #7),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/2/20 1:13,NULL,Perform Record Matching - Name Not Matched via Name Compare Algorithm
22158701,OFF RAMPED,2529891,HIL_VBMS,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/1/20 17:12,NOTICE_OF_DEATH,Moved CMP Inbound to HIL
10463683,OFF RAMPED,2532696,OFFRAMPED,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 15:07,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22158155,REVIEWED,2529155,OFFRAMPED,RM,RM,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/2/20 2:07,NULL,Process Document - Document Processed
22155963,REVIEWED,2527015,HIL_VBMS,RM,RM,Returned Mail,Final Exception Reason: Business Exception Veteran name verification failed (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception Veteran name verification failed (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception Veteran name verification failed (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/1/20 16:06,NULL,Moved CMP Inbound to HIL
22155851,OFF RAMPED,2528938,OFFRAMPED,RM,RM,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/2/20 1:59,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22159813,REVIEWED,2531177,HIL_VBMS,530,530,VA 21-530 Application for Burial Benefits,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 16:02,NULL,Moved CMP Inbound to HIL
22155852,OFF RAMPED,2528887,OFFRAMPED,RM,RM,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/2/20 1:59,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22159185,PROCESSING,2530664,PENDING UPLOAD,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 17:12,UNKNOWN,"Outcome: Successfully Added Unsolicited Evidence, Added Note"
22159693,REVIEWED,2531187,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 15:25,UNKNOWN,Moved CMP Inbound to HIL
22156085,OFF RAMPED,2527554,PENDING UPLOAD,4142,Evidence Mail,VA 21-4142 Authorization for Release of Information,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 15:09,NULL,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22157400,OFF RAMPED,2529149,OFFRAMPED,RM,RM,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence","Outcome : BAI selected, Successfully Added Unsolicited Evidence",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,11/1/2020,11,2020,OP2,217,11/2/20 1:58,NULL,Unsuccessful Processing in VBMS - Packet Offramped
22159553,PROCESSING,2531264,PENDING UPLOAD,EVD-SSAIL,Evidence Mail,SSA/SSI Letter,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,11/1/2020,11,2020,OP2,217,11/1/20 17:15,NULL,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22156660,OFF RAMPED,2528490,OFFRAMPED,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,"Final Exception Reason: BE Form is Incomplete - please check Name, File #, SSN and Signature (Attempt #1)","Final Exception Reason: BE Form is Incomplete - please check Name, File #, SSN and Signature (Attempt #1)","Final Exception Reason: BE Form is Incomplete - please check Name, File #, SSN and Signature (Attempt #1)",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/1/2020,11,2020,OP2,217,11/1/20 17:19,NULL,Unsuccessful Processing in VBMS - Packet Offramped
