PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,
10126762,OFF RAMPED,1931917,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 5:56,MEDICAL_EVIDENCE,Add Document - Document Added
10111916,OFF RAMPED,1931968,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 5:52,UNKNOWN,Add Document - Document Added
10126828,OFF RAMPED,1932303,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 6:06,VERIFICATION_REQUEST,Add Document - Document Added
10126773,OFF RAMPED,1932404,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10126773 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126773 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126773 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:41,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10126602,PROCESSED,1932553,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Contentions,Contentions Added,Add Contentions - Contentions Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:48,VERIFICATION_REQUEST,Process Packet - Packet Processed
10127283,PROCESSED,1933504,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 13:14,MEDICAL_EVIDENCE,Process Packet - Packet Processed
381674,PROCESSED,1933503,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Contentions,Contentions Added,Add Contentions - Contentions Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 13:13,AUDIT_REQUEST,Process Packet - Packet Processed
10127314,PROCESSED,1933539,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 13:34,UNKNOWN,Process Packet - Packet Processed
10127317,PROCESSED,1933540,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 13:31,UNKNOWN,Process Packet - Packet Processed
10127590,PROCESSED,1933639,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 14:05,UNKNOWN,Process Packet - Packet Processed
10127384,OFF RAMPED,1933640,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10127384 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10127384 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10127384 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 14:04,UNKNOWN,Process Document - Document Processed
10127281,OFF RAMPED,1933740,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10127281 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10127281 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10127281 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 22:15,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10127688,PROCESSING,1933754,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 14:28,UNKNOWN,Add VBMS Note - Note Added to VBMS
10127744,OFF RAMPED,1933839,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10127744 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10127744 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10127744 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 22:15,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10128975,PROCESSING,1934339,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 16:41,UNKNOWN,Process Packet - Packet Processed
10128676,OFF RAMPED,1934439,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10128676 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10128676 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10128676 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 16:30,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21872225,PROCESSED,1935512,PROCESSED,RM,RM,Returned Mail,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Medium,9/16/2020,9,2020,OP2,189,9/16/20 18:28,ESS,Process Packet - Packet Processed
10129698,PROCESSED,1935562,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 22:28,FOIA_PRIVACYACT,Process Packet - Packet Processed
10121455,OFF RAMPED,1927242,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 11:52,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10125673,PROCESSING,1931386,PENDING UPLOAD,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:20,UNKNOWN,Add VBMS Note - Note Added to VBMS
10125884,OFF RAMPED,1931411,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10125884 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10125884 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10125884 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:20,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10126504,OFF RAMPED,1932488,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10126504 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126504 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126504 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:44,UNKNOWN,Process Document - Document Processed
10126605,PROCESSED,1932556,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:46,VERIFICATION_REQUEST,Process Packet - Packet Processed
10126520,OFF RAMPED,1932917,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10126520 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126520 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126520 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:51,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10126472,OFF RAMPED,1932892,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10126472 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126472 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126472 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:58,UNKNOWN,Process Document - Document Processed
10126867,OFF RAMPED,1933224,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 22:50,UNKNOWN,Process Packet - Packet Processed
10127022,PROCESSED,1933326,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 12:31,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10127637,OFF RAMPED,1933653,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10127637 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10127637 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10127637 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 14:08,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10127577,PROCESSED,1933751,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 14:31,STATUS_REQUEST,Process Packet - Packet Processed
10127866,PROCESSED,1933785,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 14:32,COMPETENCY_ISSUE,Process Document - Document Processed
382394,OFF RAMPED,1934428,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 2) (Attempt #2),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 2) (Attempt #2),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 2) (Attempt #2),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/16/2020,9,2020,OP2,189,9/16/20 16:38,ESS,Unsuccessful Processing in VBMS - Packet Offramped
10128575,OFF RAMPED,1934594,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10128575 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10128575 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10128575 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 17:36,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10129139,PROCESSED,1934687,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 17:01,UNKNOWN,Process Document - Document Processed
21871583,OFF RAMPED,1934764,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 16:51,UNKNOWN,Add Document - Document Added
21871911,PROCESSED,1935130,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 17:33,STATUS_REQUEST,Process Packet - Packet Processed
10128529,PROCESSED,1935164,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 19:30,UNKNOWN,Process Packet - Packet Processed
21872388,PROCESSED,1935500,PROCESSED,RM,RM,Returned Mail,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Medium,9/16/2020,9,2020,OP2,189,9/16/20 18:17,ESS,Process Packet - Packet Processed
21872040,PROCESSED,1935564,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 18:27,FOIA_PRIVACYACT,Process Packet - Packet Processed
21872356,PROCESSED,1935725,PROCESSED,RM,RM,Returned Mail,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Medium,9/16/2020,9,2020,OP2,189,9/16/20 19:03,NON_ESS,Process Packet - Packet Processed
10123810,PROCESSING,1930044,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 12:14,UNKNOWN,Add VBMS Note - Note Added to VBMS
10126485,OFF RAMPED,1931801,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 5:42,UNKNOWN,Add Document - Document Added
10126850,PROCESSED,1932788,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:48,UNKNOWN,Process Packet - Packet Processed
10126713,PROCESSED,1933038,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 10:54,UNKNOWN,Process Packet - Packet Processed
10126876,OFF RAMPED,1933306,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10126876 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126876 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10126876 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 11:09,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10127016,PROCESSED,1933320,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 12:30,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10127039,PROCESSED,1933323,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 12:30,UNKNOWN,Process Packet - Packet Processed
10127152,PROCESSED,1933456,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Contentions,Contentions Added,Add Contentions - Contentions Added,PROCESSED,CHARGEABLE,Low,9/16/2020,9,2020,OP2,189,9/16/20 13:09,VERIFICATION_REQUEST,Process Packet - Packet Processed
