PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,
21848051,OFF RAMPED,1899365,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21848051 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21848051 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21848051 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 16:29,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21849818,OFF RAMPED,1899994,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 7) (Attempt #7),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 7) (Attempt #7),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 7) (Attempt #7),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/13/2020,9,2020,OP2,188,9/13/20 16:19,ESS,Unsuccessful Processing in VBMS - Packet Offramped
375249,OFF RAMPED,1902773,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 17:25,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
375312,OFF RAMPED,1902816,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 375312 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 375312 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 375312 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 17:23,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10105201,PROCESSED,1903595,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 18:07,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10105392,OFF RAMPED,1903602,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 15:43,ATTORNEY_FEE_LETTER_FROM_POA,Add Document - Document Added
10105847,PROCESSED,1904038,PROCESSED,820,820,VA 21-0820 Report of General Information,820: Starting contention creation,820: Starting contention creation,820: Starting contention creation,PROCESSED,CHARGEABLE,High,9/13/2020,9,2020,OP2,189,9/14/20 2:41,NULL,Process Packet - Packet Processed
10096165,OFF RAMPED,1899515,OFFRAMPED,OMPF,Evidence Mail,Military Personnel Record,"Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0) (Attempt #0)",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/14/20 2:23,NULL,Process Document - Document Processed
10105958,PROCESSED,1904138,PROCESSED,820,820,VA 21-0820 Report of General Information,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/13/2020,9,2020,OP2,189,9/14/20 2:49,NULL,Process Packet - Packet Processed
10104795,OFF RAMPED,1901530,OFFRAMPED,EVD-IDMAT,Evidence Mail,Identification Materials,"Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #1) (Attempt #1)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #1) (Attempt #1)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #1) (Attempt #1)",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 17:15,NULL,Unsuccessful Processing in VBMS - Packet Offramped
10105760,OFF RAMPED,1903952,OFFRAMPED,820,820,VA 21-0820 Report of General Information,Final Exception Reason: Business Exception 0820 not eligible for automation - No Keyword Identified - Offramping (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception 0820 not eligible for automation - No Keyword Identified - Offramping (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception 0820 not eligible for automation - No Keyword Identified - Offramping (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/13/2020,9,2020,OP2,189,9/14/20 2:29,NULL,Unsuccessful Processing in VBMS - Packet Offramped
10105999,PROCESSED,1904195,PROCESSED,820,820,VA 21-0820 Report of General Information,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/13/2020,9,2020,OP2,189,9/14/20 2:56,NULL,Process Packet - Packet Processed
10106010,REVIEWED,1904238,VBOTPROCESSING,820,820,VA 21-0820 Report of General Information,Establish Claim - Claim Successfully Created,Establish Claim - Claim Successfully Created,Establish Claim - Claim Successfully Created,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/13/2020,9,2020,OP2,189,9/14/20 2:50,NULL,Establish Claim - Claim Successfully Created
10105752,PROCESSED,1904052,PROCESSED,820,820,VA 21-0820 Report of General Information,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/13/2020,9,2020,OP2,189,9/14/20 2:41,NULL,Process Packet - Packet Processed
10102106,OFF RAMPED,1894142,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",This is the 526 going down the off ramp or incomplete letter path after Processing.,This is the 526 going down the off ramp or incomplete letter path after Processing.,This is the 526 going down the off ramp or incomplete letter path after Processing.,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/13/2020,9,2020,OP2,188,9/13/20 17:14,NULL,Unsuccessful Processing in VBMS - Packet Offramped
10100594,OFF RAMPED,1892313,OFFRAMPED,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,Establish Claim - Claim Successfully Created,Establish Claim - Claim Successfully Created,Establish Claim - Claim Successfully Created,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/13/2020,9,2020,OP2,188,9/13/20 20:04,NULL,Unsuccessful Processing in VBMS - Packet Offramped
21846171,REVIEWED,1896950,VBOTPROCESSING,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,Establish Claim - Claim Successfully Created,Establish Claim - Claim Successfully Created,Establish Claim - Claim Successfully Created,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/13/2020,9,2020,OP2,188,9/13/20 22:43,NULL,Final Exception Reason: System Exception Work Queue Button not found (Attempt #1)
21848056,OFF RAMPED,1897198,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21848056 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21848056 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21848056 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 16:18,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10102514,REVIEWED,1901576,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 16:42,UNKNOWN,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile
10102372,OFF RAMPED,1901678,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10102372 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10102372 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10102372 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 16:42,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
375508,REVIEWED,1901810,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/13/2020,9,2020,OP2,188,9/13/20 16:51,DMC_ISSUE,Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #1)
