PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,
10136268,OFF RAMPED,1942910,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 13:36,UNKNOWN,Add Document - Document Added
478481,REVIEWED,1949148,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #0),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #0),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:52,UNKNOWN,Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #0)
10142479,PROCESSED,1949233,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:55,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10142536,PROCESSED,1949247,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:58,UNKNOWN,Process Packet - Packet Processed
10142541,PROCESSED,1949248,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:56,UNKNOWN,Process Packet - Packet Processed
10143326,PROCESSED,1949333,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 23:05,MEDICAL_EVIDENCE,Process Packet - Packet Processed
10143481,REVIEWED,1949497,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 23:40,UNKNOWN,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile
10143908,OFF RAMPED,1949547,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0)","Final Exception Reason: Business Exception No claims open, pending and/or Doc ID deemed RFA Ineligible. (Attempt #0)",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 0:03,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10144057,OFF RAMPED,1949648,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 0:20,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10144260,PROCESSED,1949834,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 0:58,MEDICAL_EVIDENCE,Process Packet - Packet Processed
10125163,OFF RAMPED,1932436,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,189,9/16/20 6:07,UNKNOWN,HIL Packet Reassigned to Assignment Queue MA-1
10135214,OFF RAMPED,1941645,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 11:08,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10135205,OFF RAMPED,1941646,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10135205 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10135205 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10135205 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 10:20,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10135257,OFF RAMPED,1941709,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10135257 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10135257 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10135257 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 10:21,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10136087,PROCESSED,1942396,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Contentions,Contentions Added,Add Contentions - Contentions Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 10:37,VERIFICATION_REQUEST,Process Packet - Packet Processed
10137759,OFF RAMPED,1943332,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10137759 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10137759 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10137759 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 14:56,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10137726,PROCESSED,1943417,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 15:03,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10138291,PROCESSED,1943682,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 15:21,UNKNOWN,Process Packet - Packet Processed
10138811,OFF RAMPED,1943867,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10138811 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10138811 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10138811 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 17:31,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21878331,OFF RAMPED,1944218,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,Outcome: Business Rule - Eligible claim has closed since the date COR/TPC was received - Offramping,Outcome: Business Rule - Eligible claim has closed since the date COR/TPC was received - Offramping,Outcome: Business Rule - Eligible claim has closed since the date COR/TPC was received - Offramping,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 16:20,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10138968,PROCESSED,1944403,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 16:56,UNKNOWN,Process Packet - Packet Processed
478401,OFF RAMPED,1948979,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 478401 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 478401 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 478401 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:47,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
478378,REVIEWED,1949079,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:55,MEDICAL_EVIDENCE,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile
478440,OFF RAMPED,1949080,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/17/2020,9,2020,OP2,190,9/17/20 23:12,ESS,Unsuccessful Processing in VBMS - Packet Offramped
10143526,PROCESSED,1949165,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:58,FOIA_PRIVACYACT,Process Packet - Packet Processed
10143727,OFF RAMPED,1949266,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10143727 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10143727 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10143727 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:58,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10143144,PROCESSED,1949316,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 23:03,FOIA_PRIVACYACT,Process Packet - Packet Processed
10143719,PROCESSED,1949380,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 23:20,UNKNOWN,Process Packet - Packet Processed
10143361,PROCESSED,1949465,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 23:31,COMPETENCY_ISSUE,Process Packet - Packet Processed
10143781,PROCESSED,1949615,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 0:04,STATUS_REQUEST,Process Packet - Packet Processed
10144237,OFF RAMPED,1949651,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 0:19,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10144058,PROCESSED,1949665,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 0:20,UNKNOWN,Process Packet - Packet Processed
10144432,PROCESSED,1950001,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 1:41,UNKNOWN,Process Packet - Packet Processed
10144437,PROCESSED,1950002,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 1:43,FOIA_PRIVACYACT,Process Packet - Packet Processed
10130398,OFF RAMPED,1938333,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,189,9/16/20 20:41,UNKNOWN,HIL Packet Reassigned to Assignment Queue MA-1
10135477,OFF RAMPED,1941592,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10135477 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10135477 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10135477 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 11:08,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10135966,PROCESSED,1942228,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 10:27,UNKNOWN,Process Packet - Packet Processed
10135605,OFF RAMPED,1942428,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10135605 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10135605 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10135605 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 10:29,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10136195,PROCESSED,1942663,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 13:03,UNKNOWN,Process Packet - Packet Processed
10136194,PROCESSED,1942664,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 13:00,FOIA_PRIVACYACT,Process Packet - Packet Processed
10136823,PROCESSED,1943099,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 17:20,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10137803,OFF RAMPED,1943213,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 14:42,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10143539,PROCESSED,1949063,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:55,FOIA_PRIVACYACT,Process Packet - Packet Processed
10143220,PROCESSED,1949213,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 22:56,FOIA_PRIVACYACT,Process Packet - Packet Processed
10143738,OFF RAMPED,1949349,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10143738 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10143738 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10143738 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 23:07,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10143038,OFF RAMPED,1949399,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 23:25,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10143707,PROCESSED,1949481,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 23:37,FOIA_PRIVACYACT,Process Packet - Packet Processed
10143564,OFF RAMPED,1949514,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/17/20 23:41,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10144069,PROCESSED,1949664,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 0:21,ATTORNEY_FEE_LETTER_FROM_POA,Process Packet - Packet Processed
10144417,OFF RAMPED,1949999,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/17/2020,9,2020,OP2,190,9/18/20 1:41,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
