PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,
10116537,PROCESSING,1920654,PENDING UPLOAD,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 12:15,MEDICAL_EVIDENCE,Add VBMS Note - Note Added to VBMS
10116193,OFF RAMPED,1920703,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10116193 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116193 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116193 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 12:20,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10116141,OFF RAMPED,1920704,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10116141 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116141 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116141 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 12:18,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10116725,OFF RAMPED,1920854,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10116725 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116725 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116725 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 13:47,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21861390,OFF RAMPED,1916128,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 10:22,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21861663,OFF RAMPED,1916155,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 5) (Attempt #5),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 5) (Attempt #5),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 5) (Attempt #5),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 10:47,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21861742,OFF RAMPED,1916598,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 11:01,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21861952,OFF RAMPED,1916662,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 11:11,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21861460,OFF RAMPED,1917055,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 11:25,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21861678,OFF RAMPED,1917157,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 11:35,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21862046,OFF RAMPED,1917455,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 11:43,ESS,Unsuccessful Processing in VBMS - Packet Offramped
10112069,OFF RAMPED,1918193,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10112069 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10112069 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10112069 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 10:19,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10113874,OFF RAMPED,1918636,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 21:43,VERIFICATION_REQUEST,Unsuccessful Processing in VBMS - Packet Offramped
10113955,OFF RAMPED,1918770,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10113955 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10113955 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10113955 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 10:36,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10114382,OFF RAMPED,1919127,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 10:43,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10114091,PROCESSING,1919272,PENDING UPLOAD,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 10:53,UNKNOWN,Add VBMS Note - Note Added to VBMS
10114758,OFF RAMPED,1919706,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:09,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10115294,OFF RAMPED,1919963,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:18,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10115184,OFF RAMPED,1919965,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10115184 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10115184 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10115184 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:23,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10115241,PROCESSING,1920165,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 22:27,UNKNOWN,Add VBMS Note - Note Added to VBMS
10115668,PROCESSING,1920299,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:48,UNKNOWN,Add VBMS Note - Note Added to VBMS
10116138,PROCESSING,1920606,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 12:09,UNKNOWN,Process Packet - Packet Processed
10116468,OFF RAMPED,1920672,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10116468 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116468 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116468 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 12:19,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
21861376,OFF RAMPED,1916129,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 10:20,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21862002,OFF RAMPED,1916154,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 10:35,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21861671,OFF RAMPED,1916554,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 10:53,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21861015,OFF RAMPED,1916665,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 11:10,ESS,Unsuccessful Processing in VBMS - Packet Offramped
21861286,OFF RAMPED,1917179,OFFRAMPED,RM,RM,Returned Mail,Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),Final Exception Reason: Business Exception There are no claims open or pending for the profile (Attempt# 0) (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Medium,9/15/2020,9,2020,OP2,189,9/15/20 11:32,ESS,Unsuccessful Processing in VBMS - Packet Offramped
10113875,OFF RAMPED,1918644,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,HIL Packet Reassigned to Assignment Queue MA-1,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 21:40,VERIFICATION_REQUEST,Unsuccessful Processing in VBMS - Packet Offramped
10113493,OFF RAMPED,1918719,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10113493 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10113493 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10113493 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 10:30,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10113745,OFF RAMPED,1918987,VBOTPROCESSING,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10113745 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10113745 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10113745 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 3:42,BVA_APPEALS_REMAND,"Off Ramping CM Packet Num: 10113745 because of a classification of BVA Appeals Remand, and no active claims on profile."
10115363,OFF RAMPED,1919655,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:05,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10115532,OFF RAMPED,1919737,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10115532 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10115532 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10115532 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:10,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10115474,OFF RAMPED,1920323,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10115474 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10115474 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10115474 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:45,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10115668,PROCESSING,1920316,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:52,UNKNOWN,Add VBMS Note - Note Added to VBMS
10116153,OFF RAMPED,1920405,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,"Off Ramping CM Packet Num: 10116153 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116153 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10116153 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:51,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
10116343,PROCESSING,1920473,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 11:57,MEDICAL_EVIDENCE,Add VBMS Note - Note Added to VBMS
10116268,PROCESSED,1920634,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 12:14,UNKNOWN,Process Packet - Packet Processed
10116465,PROCESSED,1920659,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Contentions,Contentions Added,Add Contentions - Contentions Added,PROCESSED,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 12:19,VERIFICATION_REQUEST,Process Packet - Packet Processed
10116107,PROCESSED,1920698,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 12:20,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10116409,PROCESSED,1920723,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,Low,9/15/2020,9,2020,OP2,189,9/15/20 12:17,BVA_APPEALS_REMAND,Process Packet - Packet Processed
